text,label
I WANT TO PLEASE REMOVE ALL REMINDERS FOR ME,cancel_all
After 30 minutes remind me to take medicine,reminder
Set alarm for 6pm to check email,reminder
Where's my keyboard?,search
GOOD EVENING!,unclear
I have appointment at 9am,save
ERRR?,unclear
i want to remove all of them now,cancel_all
doctor's number is 24684578,save
At 9am remind me to go to gym,reminder
My Spotify password is secret456,save
I left my sunglasses on the bedroom,save
And?!,unclear
Can you clear all scheduled reminders now,cancel_all
Remember that call is on Monday,save
My mom's anniversary is 43214117,save
Where did I put my keys?,search
no more meeting reminder,cancel_specific
AN,unclear
stand up reminder,reminder
I gave my camera to Lisa,save
Every 30 hr remind me to wake up,reminder
I don't need the break reminder,cancel_specific
Please delete every single reminder please,cancel_all
I need to remove all the reminders please,cancel_all
no more break reminder,cancel_specific
Find the camera,search
What's the garage password?,search
LA LA LA?,unclear
Could you turn off every reminder please,cancel_all
Repeat reminder to clean room every 2 min,reminder
could you i want to stop all my reminders please,cancel_all
I kept my book in the car,save
what now?,unclear
Remind me to sleep after 10 minute,reminder
Where is my laptop?,search
I want to cancel the walk reminder,cancel_specific
After 3 hrs remind me to eat breakfast,reminder
After 45 minute remind me to clean room,reminder
mom's number is 55557113,save
cancel my walk reminder,cancel_specific
stop bills reminder,cancel_specific
PIN for Instagram is 9876,save
WHEN?!,unclear
just turn off everything immediately,cancel_all
Every 10 hr remind me to check email,reminder
Where can I find my TV remote?,search
stop all my reminders now,cancel_all
Do you have info about notebook?,search
Set alarm for 3pm to charge phone,reminder
Tell me where my medicine is,search
Quickly i want to cancel all reminders now,cancel_all
Ahh.,unclear
Can you find my tablet?,search
I no longer need the break reminder,cancel_specific
Give me my door password,search
delete my medicine reminder,cancel_specific
I borrowed the cable from Tom,save
i want to clear every reminder now,cancel_all
could you clear all active reminders please,cancel_all
PLEASE STOP ALL MY REMINDERS RIGHT NOW,cancel_all
Don't forget train is on Monday,save
ASDF,unclear
I don't want the daily reminder anymore,cancel_specific
stop my reminder to drink water,cancel_specific
delete the email reminder,cancel_specific
i need to cancel all active reminders immediately,cancel_all
remove all of them right now,cancel_all
Do I have any interview today?,search
NAH!,unclear
YUP,unclear
remove the grocery reminder,cancel_specific
Note that appointment is at 3pm,save
Kk.,unclear
The code for Amazon is letmein,save
friend's phone number is 43217051,save
Could you clear all the reminders right now,cancel_all
Reminder in 20 min to take vitamins,reminder
kk!,unclear
eat lunch in 5 hours,reminder
Just clear all pending reminders please,cancel_all
Tell me where my bike keys is,search
Where's the wallet?,search
I want to remove the lunch reminder,cancel_specific
i!,unclear
Note that interview is at 10am,save
What is my safe password?,search
NOPE.,unclear
WELL!,unclear
stop that medicine reminder,cancel_specific
delete my meditation reminder,cancel_specific
Can you stop all notifications right now,cancel_all
Can you remove all notifications please,cancel_all
Could you can you delete all my reminders for me,cancel_all
Password for Facebook is pass@123,save
do laundry in 3 hrs,reminder
Look for my backpack,search
please remove lunch reminder,cancel_specific
turn off the reading reminder,cancel_specific
just just turn off all my reminders now,cancel_all
Note that interview is on Monday,save
good morning,unclear
blah,unclear
QUICKLY PLEASE DELETE ALL MY REMINDERS RIGHT NOW,cancel_all
phone.,unclear
Reminder in 1 min to charge phone,reminder
Remember where my mouse is?,search
can you i want to cancel all reminders right now,cancel_all
quickly remove all reminders immediately,cancel_all
I don't know.,unclear
5 hours reminder to check email,reminder
Nice?,unclear
Mhm!,unclear
Look for my purse,search
i want to delete all scheduled reminders right now,cancel_all
PIN for home WiFi is 0000,save
Instagram PIN is 1357,save
Where is the headphones?,search
John owes me 1000,save
Just please clear all reminders immediately,cancel_all
kk.,unclear
I lent 1000 to Mike,save
Don't forget interview is at 2pm,save
The water bottle is in the shelf,save
DELETE ALL REMINDERS NOW,cancel_all
My GPay password is admin123,save
I'd like to cancel the water reminder,cancel_specific
Remind me to water the plants after 5 mins,reminder
LOL.,unclear
quickly I want to remove all reminders now,cancel_all
NOPE!,unclear
COULD YOU CLEAR EVERYTHING FOR ME,cancel_all
30 hr reminder to check email,reminder
could you delete all recurring reminders immediately,cancel_all
I want to delete the wake up reminder,cancel_specific
I'd like to delete the call reminder,cancel_specific
Remind me every 2 minute to eat breakfast,reminder
can you cancel the meditation reminder,cancel_specific
Turn off all the reminders now,cancel_all
dad owes me 2000,save
Remind me to stretch after 30 mins,reminder
Remind me to do laundry every 30 min,reminder
JUST PLEASE REMOVE ALL REMINDERS PLEASE,cancel_all
Search for my backpack,search
cancel my breakfast reminder,cancel_specific
I WANT TO CLEAR ALL THE REMINDERS FOR ME,cancel_all
don't remind me about morning anymore,cancel_specific
just remove all notifications,cancel_all
feed the pet in 2 hours,reminder
can,unclear
Remind me to call dad after 60 hour,reminder
Did I return the bike keys?,search
stop reminding me about email,cancel_specific
I lent 2000 to Emma,save
Remind me at 6am to call mom,reminder
just clear all alarms for me,cancel_all
Show me my WiFi password,search
I WANT TO REMOVE ALL ALARMS NOW,cancel_all
Could you delete all pending reminders immediately,cancel_all
Every 10 hour remind me to feed the pet,reminder
stop reminding me about study,cancel_specific
Emma has my notebook,save
drink water in 5 mins,reminder
Where can I find my house keys?,search
What is brother's anniversary?,search
remove that morning reminder,cancel_specific
Give me my bank password,search
I put my bag in the locker,save
stop my evening reminder,cancel_specific
my?,unclear
locker PIN is 4321,save
stop my exercise reminder,cancel_specific
Do I have remote?,search
do,unclear
PIN for Amazon is 7890,save
Find my earphones,search
Every 3 hr remind me to wake up,reminder
study reminder,reminder
Show me my Gmail password,search
Get my house keys location,search
Every 20 mins do laundry,reminder
Set alarm for 6am,reminder
Um,unclear
Do I have mouse?,search
don't remind me about call anymore,cancel_specific
do?,unclear
delete the morning reminder,cancel_specific
my,unclear
cancel all scheduled reminders please,cancel_all
delete my walk reminder,cancel_specific
Remind me to buy groceries at 5pm,reminder
Where did I store my purse?,search
I kept my book in the rack,save
I gave my keys to mom,save
hmm okay?,unclear
aha?,unclear
just can you stop all my reminders now,cancel_all
QUICKLY CLEAR EVERYTHING,cancel_all
YES?,unclear
Recall where I put my umbrella,search
hi!,unclear
friend owes me 100,save
Where did I place my documents?,search
don't remind me about water anymore,cancel_specific
please remove email reminder,cancel_specific
mhm.,unclear
My brother's address is 24683451,save
The meeting is at 9am,save
I no longer need the call reminder,cancel_specific
My GPay password is abc123,save
The medicine is in the car,save
NO,unclear
do laundry reminder every 60 hours,reminder
QUICKLY CLEAR ALL PENDING REMINDERS,cancel_all
Remind me at 5am to call dad,reminder
water the plants in 10 hr,reminder
Show me where my umbrella is,search
My anniversary is 00006932,save
Get my watch location,search
I want to remove all recurring reminders for me,cancel_all
Have I saved anything about house keys?,search
aaa.,unclear
Please find my earphones,search
I owe colleague 1000 rupees,save
end all reminders for me,cancel_all
Give me the Gmail PIN,search
Give me the home WiFi PIN,search
errr.,unclear
can you stop the bills reminder,cancel_specific
I stored my house keys in the living room,save
Search wallet,search
My WiFi PIN is 0000,save
After 45 minute remind me to go to gym,reminder
my!,unclear
Skip?,unclear
A?,unclear
cancel walk reminder,cancel_specific
HOLD ON?,unclear
stop lunch reminder,cancel_specific
never mind?,unclear
ummm.,unclear
Remind me to practice yoga every 10 min,reminder
an?,unclear
After 5 hours remind me to study,reminder
turn off the yoga reminder,cancel_specific
i forgot,unclear
practice yoga reminder,reminder
What is my safe PIN?,search
deactivate hourly reminder,cancel_specific
please cancel reading reminder,cancel_specific
Look up umbrella,search
Quickly please delete all reminders please,cancel_all
Every 45 minutes take medicine,reminder
PLEASE CANCEL ALL OF THEM IMMEDIATELY,cancel_all
Find my car keys,search
Netflix password is test1234,save
can you remove the breakfast reminder,cancel_specific
disable workout reminder,cancel_specific
Where are the iPad?,search
stop reminding me to stretch,cancel_specific
The code for YouTube is secret456,save
My bank PIN is 1357,save
Hold on,unclear
Do you know where my charger is?,search
I need to stop all active reminders immediately,cancel_all
Remind me to take medicine after 30 hrs,reminder
Repeat reminder to meditate every 15 hours,reminder
exercise reminder every 3 hr,reminder
I'd like to stop the evening reminder,cancel_specific
Show me my laptop password,search
Whatever!,unclear
Where's my wallet?,search
be?,unclear
I need a reminder to feed the pet,reminder
why?,unclear
My birthday is 55559169,save
WiFi PIN is 0000,save
Search for camera,search
I stored my umbrella in the locker,save
Stop all active reminders,cancel_all
nope?,unclear
Remind me every 2 hr to wake up,reminder
I left my earphones on the cabinet,save
I want to stop everything immediately,cancel_all
Do you know where my water bottle is?,search
Look up credit card,search
I kept my debit card in the bathroom,save
Search glasses,search
stop the meeting reminder,cancel_specific
Find where I put my credit card,search
Alert me to drink water,reminder
GET!,unclear
I kept my wallet in the office,save
i want to cancel all notifications please,cancel_all
LOL!,unclear
stop my breakfast reminder,cancel_specific
well.,unclear
PIN for garage is 1357,save
What's bank password?,search
My boss's number is 43211839,save
remove that rent reminder,cancel_specific
QUICKLY JUST CANCEL ALL MY REMINDERS RIGHT NOW,cancel_all
Remind me to eat breakfast every 45 minute,reminder
Turn off all of them now,cancel_all
Find the umbrella,search
Remind me to eat breakfast every 5 hrs,reminder
Where is,unclear
I want to delete all active reminders please,cancel_all
i need to just stop all reminders,cancel_all
can you stop all my reminders please,cancel_all
Search for mouse,search
can you delete the stretch reminder,cancel_specific
I borrowed 5000 from colleague,save
What now?!,unclear
eat breakfast reminder,reminder
Can you turn off all pending reminders please,cancel_all
Where are the camera?,search
At 5pm remind me to do laundry,reminder
Reminder to stretch,reminder
Where did I store my remote?,search
Don't let me forget to walk around,reminder
I NEED TO END ALL REMINDERS IMMEDIATELY,cancel_all
Remind me to stand up in 3 min,reminder
phone!,unclear
Is there any info on documents?,search
please cancel meeting reminder,cancel_specific
Repeat reminder to eat dinner every 45 hours,reminder
disable hourly reminder,cancel_specific
I lent 1000 to Sarah,save
thanks.,unclear
QUICKLY I WANT TO STOP ALL REMINDERS FOR ME,cancel_all
turn off my workout reminder,cancel_specific
At 1pm remind me to check email,reminder
I gave my charger to mom,save
can you i want to turn off all reminders right now,cancel_all
At 8am remind me to take a break,reminder
I need a reminder to practice yoga,reminder
Remind me to practice yoga please,reminder
I need to find my keys,search
Don't forget meeting is on Monday,save
CAN YOU CAN YOU CLEAR ALL MY REMINDERS IMMEDIATELY,cancel_all
Google PIN is 9876,save
just wondering!,unclear
buy groceries in 60 minutes,reminder
deactivate wake up reminder,cancel_specific
I have put my glasses in the bathroom,save
What is my office WiFi PIN?,search
I have train at 2pm,save
Where is the water bottle?,search
Create a reminder to exercise,reminder
BBB,unclear
I kept my documents in the counter,save
Did I note where my keyboard is?,search
PIN for PhonePe is 7890,save
call dad after 30 mins,reminder
Create a reminder to charge phone,reminder
I gave my bike keys to mom,save
Find my water bottle,search
Every 3 hrs remind me to do laundry,reminder
HMM OKAY!,unclear
I left my camera on the living room,save
Get my jacket location,search
can you remove all active reminders,cancel_all
stop the sleep reminder,cancel_specific
no more walk reminder,cancel_specific
please stop vitamins reminder,cancel_specific
QUICKLY CANCEL ALL ACTIVE REMINDERS IMMEDIATELY,cancel_all
Where are my phone?,search
What do you know about glasses?,search
disable study reminder,cancel_specific
Find my credit card,search
Quickly turn off all active reminders please,cancel_all
I don't need the rent reminder,cancel_specific
huh.,unclear
What did I save about wallet?,search
Could you cancel all of them right now,cancel_all
But??,unclear
remove that water reminder,cancel_specific
NO.,unclear
Every 60 minute take a break,reminder
My brother's birthday is 43213624,save
keys is in the wardrobe,save
please remove walk reminder,cancel_specific
My meeting is at 9am,save
meh,unclear
i need to cancel all my reminders,cancel_all
exercise at 6am,reminder
study in 1 mins,reminder
OHH!,unclear
Where did I leave my credit card?,search
I don't want the evening reminder anymore,cancel_specific
I put my passport in the lot A,save
Recall where I put my keys,search
Reminder in 5 mins to wake up,reminder
My YouTube PIN is 5555,save
I put my iPad in the lot B,save
Remind me to water the plants every 30 hr,reminder
Locate my passport,search
please I want to clear all reminders right now,cancel_all
My phone number is 13573732,save
eat dinner at 10am,reminder
Please turn off all scheduled reminders for me,cancel_all
Del,unclear
My YouTube password is pass@123,save
I have meeting at 9am,save
I parked my sunglasses in office,save
Tell me where my remote is,search
stop the walk reminder,cancel_specific
delete wake up reminder,cancel_specific
In 1 hrs remind me to walk around,reminder
Help me find my cable,search
i need to get rid of all reminders immediately,cancel_all
JUST STOP EVERY SINGLE REMINDER IMMEDIATELY,cancel_all
turn off the evening reminder,cancel_specific
I owe colleague 100 rupees,save
Remind me to practice yoga in 60 hour,reminder
HI.,unclear
stop the rent reminder,cancel_specific
Where is the mouse?,search
please can you delete all my reminders,cancel_all
My YouTube password is password123,save
I borrowed 500 from Tom,save
Repeat reminder to sleep every 5 hrs,reminder
cancel that meditation reminder,cancel_specific
In 5 minute remind me to sleep,reminder
Can you remove all my reminders right now,cancel_all
SET,unclear
Get my keyboard location,search
What's the PIN for safe?,search
pay bills in 10 minute,reminder
I have flight next week,save
fine.,unclear
HOW??,unclear
I NEED TO TURN OFF ALL REMINDERS FOR ME,cancel_all
Quickly can you clear all my reminders please,cancel_all
Reminder at 2pm to take a break,reminder
so what??,unclear
I lent 500 to Mike,save
Alert me to call mom,reminder
COULD YOU TURN OFF ALL THE REMINDERS NOW,cancel_all
Find the purse,search
JUST REMOVE ALL OF THEM NOW,cancel_all
Thanks,unclear
I want to cancel the meditation reminder,cancel_specific
What's my Facebook password?,search
Show me my YouTube password,search
STOP ALL THE REMINDERS PLEASE,cancel_all
I WANT TO CANCEL EVERYTHING FOR ME,cancel_all
Tell me where my watch is,search
QUICKLY I WANT TO TURN OFF ALL MY REMINDERS PLEASE,cancel_all
Reminder in 5 minute to take vitamins,reminder
I need a reminder to do laundry,reminder
Did I note where my earphones is?,search
Stop all pending reminders now,cancel_all
I parked my sunglasses in lot B,save
Search TV remote,search
stop every single reminder immediately,cancel_all
zzz?,unclear
i want to turn off all pending reminders,cancel_all
After 10 mins remind me to take a break,reminder
Give me my WiFi password,search
I'd like to stop the daily reminder,cancel_specific
Please cancel all of them now,cancel_all
I borrowed the house keys from Emma,save
Did I return the bag?,search
Do I have keys?,search
dad's anniversary is 78901721,save
can you cancel all scheduled reminders right now,cancel_all
to?,unclear
Quickly remove all active reminders,cancel_all
could you please turn off all reminders for me,cancel_all
My earphones is where?,search
Uhh,unclear
Alert me to practice yoga,reminder
Go.,unclear
CAN YOU CLEAR ALL SCHEDULED REMINDERS NOW,cancel_all
I'd like to delete the break reminder,cancel_specific
Set alarm for 12pm to call dad,reminder
Look for my medicine,search
MY!,unclear
Remember where my debit card is?,search
Where have I put my TV remote?,search
Where did I place my power bank?,search
Remind me at 12pm to clean room,reminder
Recurring reminder every 1 hours to eat breakfast,reminder
At 2pm remind me to charge phone,reminder
PIN for door is 2468,save
Remind me to take a break in 45 hrs,reminder
Yep?,unclear
Where is.,unclear
could you delete all recurring reminders now,cancel_all
stretch reminder every 2 hrs,reminder
Get?,unclear
Quickly erase all reminders immediately,cancel_all
I borrowed the tablet from Emma,save
QUICKLY CAN YOU CANCEL ALL MY REMINDERS RIGHT NOW,cancel_all
My Instagram password is admin123,save
stop my study reminder,cancel_specific
Did I save tablet?,search
Reminder at 10am to water the plants,reminder
Did I save water bottle?,search
Remind me to eat lunch in 15 minute,reminder
I WANT TO CLEAR ALL THE REMINDERS NOW,cancel_all
Remind me to walk around every 10 minute,reminder
JUST CAN YOU TURN OFF ALL REMINDERS FOR ME,cancel_all
At 9am remind me to drink water,reminder
Maybe.,unclear
I put my power bank in the bag,save
Huh,unclear
I left my debit card on the wardrobe,save
Hmmmm,unclear
Where have I put my power bank?,search
My mouse is where?,search
Recurring reminder every 60 hrs to feed the pet,reminder
stop reminding me about yoga,cancel_specific
CAN YOU STOP EVERY REMINDER FOR ME,cancel_all
quickly remove all the reminders,cancel_all
Where did I store my mouse?,search
cancel that break reminder,cancel_specific
TV remote is in the dining table,save
The weather is nice!,unclear
The garage password is test1234,save
What now?,unclear
Tell me where my car keys is,search
I need to just cancel all my reminders right now,cancel_all
Where is my charger?,search
clean room reminder every 3 hour,reminder
What's garage password?,search
just remove all active reminders please,cancel_all
Remind me at 4pm to feed the pet,reminder
Wake me at 3pm,reminder
Show me where my passport is,search
Remind me at 7am to buy groceries,reminder
what now?.,unclear
can you stop the dinner reminder,cancel_specific
can you i want to clear all my reminders immediately,cancel_all
Password for GPay is qwerty,save
Okay?,unclear
AHA?,unclear
The code for Facebook is test1234,save
HUH?,unclear
My remote is where?,search
Remind me to study every 60 minute,reminder
remove that workout reminder,cancel_specific
What is mom's number?,search
Where's the passport?,search
rem.,unclear
Search for my sunglasses,search
PIN for PhonePe is 1234,save
Where are my keyboard?,search
what's up!,unclear
Can you find my water bottle?,search
Tell me where my camera is,search
could you I want all reminders gone please,cancel_all
Where did I keep my purse?,search
Huh?,unclear
I need to cancel everything for me,cancel_all
I want to delete all my reminders now,cancel_all
What?!,unclear
My dad's anniversary is 98762665,save
To!,unclear
Tom has my watch,save
disable meeting reminder,cancel_specific
Tell me about mouse,search
Reminder in 20 min to drink water,reminder
I'd like to cancel the hydration reminder,cancel_specific
PLEASE CANCEL EVERY SINGLE REMINDER IMMEDIATELY,cancel_all
no need for meeting reminder,cancel_specific
Where did I leave my keyboard?,search
Where did I store my headphones?,search
What's the Instagram password?,search
After 60 minute remind me to feed the pet,reminder
Put,unclear
Yeah?.,unclear
Aaa!,unclear
Re?,unclear
I need to find my book,search
Amazon PIN is 2468,save
Look up mouse,search
PLEASE DELETE ALL SCHEDULED REMINDERS RIGHT NOW,cancel_all
Remind me to take a break at 6am,reminder
I don't need the evening reminder,cancel_specific
check email in 60 minute,reminder
Quickly cancel every single reminder please,cancel_all
not sure.,unclear
Where did I leave my headphones?,search
Right?!,unclear
can you remove the lunch reminder,cancel_specific
I need to find my headphones,search
stop reminding me about call,cancel_specific
Do I have any train today?,search
I left my tablet on the kitchen,save
JUST STOP ALL REMINDERS FOR ME,cancel_all
del,unclear
Emma has my car keys,save
delete the rent reminder,cancel_specific
Remember that interview is at 3pm,save
Lol!,unclear
can you remove the sleep reminder,cancel_specific
delete lunch reminder,cancel_specific
stop the wake up reminder,cancel_specific
Look up watch,search
Remind me at 3pm to stand up,reminder
I'd like to cancel the wake up reminder,cancel_specific
delete that rent reminder,cancel_specific
i need to please turn off all my reminders,cancel_all
cool!,unclear
TO,unclear
My address is 00005529,save
Did I save laptop?,search
remove the reminder to exercise,cancel_specific
I want to cancel every reminder now,cancel_all
Reminder in 15 hr to call mom,reminder
Where's my passport?,search
Find the power bank,search
OK!,unclear
Give me the PhonePe PIN,search
Remind me to clean room every 1 hours,reminder
CAN YOU PLEASE STOP ALL MY REMINDERS,cancel_all
Recurring reminder every 10 mins to study,reminder
I put my power bank in the bottom drawer,save
Password for PhonePe is test1234,save
REMOVE ALL ALARMS IMMEDIATELY,cancel_all
Where are the backpack?,search
delete the reminder to wake up,cancel_specific
please cancel daily reminder,cancel_specific
Tell me about iPad,search
Where is my purse?,search
My address is 13572512,save
dad's number is 12341701,save
Search for my umbrella,search
i want to stop all alerts,cancel_all
AAA?,unclear
What is my Google PIN?,search
I WANT TO DELETE ALL ALERTS FOR ME,cancel_all
cancel the gym reminder,cancel_specific
Can you find my bag?,search
Remind me to practice yoga every 10 mins,reminder
mouse is in the box,save
Give me my laptop password,search
My jacket is on the bedroom,save
Quickly remove everything now,cancel_all
Did I save car keys?,search
In 3 minute remind me to study,reminder
I don't need the workout reminder,cancel_specific
Every 5 hrs practice yoga,reminder
k,unclear
re,unclear
Yep.,unclear
and then?,unclear
To?,unclear
Create a reminder to practice yoga,reminder
stop that reading reminder,cancel_specific
Where can I find my credit card?,search
what now??,unclear
help,unclear
stop that stretch reminder,cancel_specific
study at 7pm,reminder
please delete posture reminder,cancel_specific
Where is!,unclear
Remind me to walk around at 9am,reminder
please can you clear all my reminders for me,cancel_all
John owes me 500,save
Could you turn off all the reminders,cancel_all
I want to remove the call reminder,cancel_specific
PIN for office WiFi is 9876,save
Where's the cable?,search
I need to remove all active reminders for me,cancel_all
Reminder in 5 hr to take a break,reminder
Tell me my WiFi password,search
take vitamins after 15 hour,reminder
My bag is where?,search
YEP,unclear
The notebook is in the backpack,save
YEP.,unclear
Remind me to feed the pet every 45 minutes,reminder
I left my bag on the backpack,save
JUST CLEAR ALL ALERTS NOW,cancel_all
colleague has my headphones,save
In 30 hours remind me to exercise,reminder
Please turn off all reminders now,cancel_all
I'd like to remove the vitamins reminder,cancel_specific
cancel my study reminder,cancel_specific
My ATM PIN is 5555,save
Then?!,unclear
don't remind me about stretch anymore,cancel_specific
quickly cancel every reminder immediately,cancel_all
ERRR,unclear
remove my medicine reminder,cancel_specific
can you cancel the stretch reminder,cancel_specific
In 45 minutes remind me to call dad,reminder
My Facebook PIN is 0000,save
please delete everything please,cancel_all
Quickly clear all recurring reminders please,cancel_all
My TV remote is in the bottom drawer,save
no need for grocery reminder,cancel_specific
Alert me to call dad,reminder
a,unclear
Show me my Instagram password,search
sure!,unclear
Repeat reminder to read every 45 hr,reminder
stop the hydration reminder,cancel_specific
can you delete every single reminder for me,cancel_all
QUICKLY I WANT TO TURN OFF ALL MY REMINDERS RIGHT NOW,cancel_all
JUST WONDERING?,unclear
The code for Paytm is qwerty,save
remove my vitamins reminder,cancel_specific
no.,unclear
stop hydration reminder,cancel_specific
Remind me to practice yoga at 7am,reminder
Don't forget call is tomorrow,save
Don't let me forget to take a break,reminder
Forget it,unclear
Wake me up at 2pm,reminder
mom owes me 1000,save
water the plants after 15 hrs,reminder
can you just remove all reminders for me,cancel_all
I borrowed the charger from friend,save
Wake me at 6am,reminder
What is friend's phone number?,search
QUICKLY I WANT TO CLEAR ALL REMINDERS IMMEDIATELY,cancel_all
I left my tablet on the locker,save
Do I have watch?,search
IDK.,unclear
Every 45 hrs take a break,reminder
meditate in 45 minute,reminder
Have I saved anything about book?,search
Give me my Gmail password,search
I have put my keys in the nightstand,save
The Facebook password is test1234,save
PIN for home WiFi is 1234,save
GOOD EVENING.,unclear
I owe Emma 500 rupees,save
I need a reminder to exercise,reminder
turn off my gym reminder,cancel_specific
Where can I find my keys?,search
I'd like to delete the hydration reminder,cancel_specific
Where is my book?,search
I have put my bag in the office,save
The train is at 2pm,save
What did I save about glasses?,search
Please find my credit card,search
can you delete the yoga reminder,cancel_specific
Remind me to attend meeting every 2 mins,reminder
I'd like to delete the exercise reminder,cancel_specific
i see,unclear
OK.,unclear
Spotify password is abc123,save
I see,unclear
Where are my ID card?,search
Where are the purse?,search
Alarm at 6am,reminder
I want to please stop all reminders for me,cancel_all
disable vitamins reminder,cancel_specific
Where did I store my debit card?,search
COULD YOU CAN YOU TURN OFF ALL MY REMINDERS PLEASE,cancel_all
JUST CANCEL EVERYTHING IMMEDIATELY,cancel_all
Reminder in 30 min to charge phone,reminder
hey,unclear
Reminder at 8pm to charge phone,reminder
maybe!,unclear
remove that email reminder,cancel_specific
I want to remove the yoga reminder,cancel_specific
dad has my house keys,save
nope,unclear
Where's my laptop?,search
I want to stop the stretch reminder,cancel_specific
I parked my charger in bedroom,save
Meh?,unclear
WHAT'S UP!,unclear
I put my bag in the backpack,save
Reminder in 5 minute to feed the pet,reminder
My home WiFi PIN is 0000,save
remove that yoga reminder,cancel_specific
My laptop is on the table,save
Nope,unclear
My birthday is 43215662,save
Where are my camera?,search
I want to stop the water reminder,cancel_specific
could you clear all alerts for me,cancel_all
eat breakfast in 10 minutes,reminder
Create a reminder to stretch,reminder
colleague's phone number is 98764048,save
I want to can you turn off all reminders,cancel_all
phone,unclear
Remind me to check email after 15 hour,reminder
delete that grocery reminder,cancel_specific
i want to cancel all reminders right now,cancel_all
go.,unclear
Look up wallet,search
I want to stop every reminder immediately,cancel_all
My boss's phone number is 78904617,save
Recurring reminder every 60 hours to buy groceries,reminder
Password for Instagram is letmein,save
can you cancel the email reminder,cancel_specific
i want to just turn off all my reminders now,cancel_all
I borrowed the keyboard from Sarah,save
PIN for safe is 7890,save
Have I saved anything about jacket?,search
At 5am remind me to exercise,reminder
The medicine is in the lot A,save
Do I have charger?,search
Quickly end all reminders now,cancel_all
don't remind me about workout anymore,cancel_specific
Where is my tablet?,search
Where is the iPad?,search
sleep every 2 hr,reminder
I want to cancel the gym reminder,cancel_specific
Where is my passport?,search
Reminder in 30 min to call mom,reminder
15 min reminder to practice yoga,reminder
I need to find my medicine,search
Wait!,unclear
could you can you remove all my reminders right now,cancel_all
Every 15 minute do laundry,reminder
Did I put sunglasses somewhere?,search
i want to stop all recurring reminders for me,cancel_all
doctor's number is 24685464,save
NOPE?,unclear
Where are my purse?,search
Set alarm for 5am to take a break,reminder
Locate my keyboard,search
I WANT TO PLEASE STOP ALL REMINDERS RIGHT NOW,cancel_all
Remind me every 1 minute to eat lunch,reminder
Quickly can you delete all reminders immediately,cancel_all
Quickly cancel every reminder immediately,cancel_all
can you stop the water reminder,cancel_specific
disable stretch reminder,cancel_specific
remove my hydration reminder,cancel_specific
The train is at 10am,save
Please find my wallet,search
Mike has my wallet,save
garage PIN is 1357,save
Remind me at 4pm to read,reminder
set!,unclear
Where is my umbrella?,search
Oops,unclear
My birthday is 12342349,save
Quickly stop every reminder please,cancel_all
My watch is where?,search
Can,unclear
please remove meeting reminder,cancel_specific
PLEASE CANCEL ALL ALARMS RIGHT NOW,cancel_all
I need a reminder to stand up,reminder
remove the break reminder,cancel_specific
i want to clear all alarms now,cancel_all
COULD YOU DELETE EVERYTHING RIGHT NOW,cancel_all
remove that evening reminder,cancel_specific
HOW?.,unclear
eat lunch every 3 hours,reminder
cancel gym reminder,cancel_specific
I left my purse on the office,save
I don't want the hydration reminder anymore,cancel_specific
Reminder in 15 hour to practice yoga,reminder
My Google password is abc123,save
Hey,unclear
Mike has my laptop,save
Please please remove all reminders right now,cancel_all
The code for office WiFi is qwerty,save
I left my remote on the bathroom,save
Don't let me forget to eat lunch,reminder
stop the reminder to stretch,cancel_specific
Where are my car keys?,search
NAH?,unclear
PLEASE CLEAR EVERY REMINDER IMMEDIATELY,cancel_all
Nah?,unclear
Yup,unclear
COULD YOU CLEAR ALL ACTIVE REMINDERS RIGHT NOW,cancel_all
Remind me to stand up please,reminder
Look for my passport,search
In 45 hours remind me to water the plants,reminder
Repeat reminder to eat breakfast every 5 minute,reminder
please cancel call reminder,cancel_specific
I want to remove the exercise reminder,cancel_specific
get?,unclear
great.,unclear
could you can you cancel all reminders,cancel_all
My address is 13575280,save
I'd like to cancel the call reminder,cancel_specific
just cancel all notifications for me,cancel_all
Cool.,unclear
ALRIGHT?,unclear
I parked my iPad in bedroom,save
I left my water bottle on the rack,save
Find where I put my charger,search
stop that gym reminder,cancel_specific
My office WiFi password is secret456,save
I want to delete everything immediately,cancel_all
cancel my reminder to wake up,cancel_specific
I want to delete the medicine reminder,cancel_specific
My mom's birthday is 13572243,save
Password for garage is letmein,save
Did I save watch?,search
I'd like to cancel the morning reminder,cancel_specific
set.,unclear
could you turn off everything please,cancel_all
So?.,unclear
watch is in the backpack,save
feed the pet after 20 hours,reminder
I parked my watch in hook,save
Reminder in 5 hours to attend meeting,reminder
Tell me about backpack,search
Can you just remove all reminders please,cancel_all
OKAY,unclear
i want to just remove all reminders immediately,cancel_all
Remind me to call dad at 7pm,reminder
I need to please delete all reminders right now,cancel_all
Don't forget deadline is at 3pm,save
Where is my bag?,search
After 60 mins remind me to sleep,reminder
Instagram password is test1234,save
LET ME THINK?,unclear
Repeat reminder to call dad every 5 hours,reminder
QUICKLY CLEAR ALL OF THEM FOR ME,cancel_all
I borrowed the cable from colleague,save
Alert me to pay bills,reminder
Where did I keep my ID card?,search
stop the reminder to pay bills,cancel_specific
At 8pm remind me to eat dinner,reminder
stop that sleep reminder,cancel_specific
I want to?,unclear
Ok,unclear
laptop password is letmein,save
Search for jacket,search
I don't need the wake up reminder,cancel_specific
PIN for ATM is 1234,save
